"gender","yb","province","db","mb","educ"
"MALE","1984","Mazowieckie","22","2","SECONDARY VOCATIONAL"
"FEMALE","1936","Mazowieckie","8","7","PRIMARY COMPLETED"
"MALE","1976","Mazowieckie","11","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1962","Mazowieckie","19","2","SECONDARY VOCATIONAL"
"FEMALE","1944","Mazowieckie","15","5","PRIMARY COMPLETED"
"MALE","1950","Mazowieckie","18","8","SECONDARY VOCATIONAL"
"MALE","1955","Mazowieckie","11","1","VOCATIONAL"
"MALE","1984","Mazowieckie","12","3","VOCATIONAL"
"MALE","1988","Mazowieckie","26","12","VOCATIONAL"
"MALE","1993","Mazowieckie","23","7","SECONDARY VOCATIONAL"
"FEMALE","1944","Mazowieckie","8","10","PRIMARY COMPLETED"
"FEMALE","1948","Mazowieckie","16","10","PRIMARY COMPLETED"
"MALE","1959","Mazowieckie","10","2","SECONDARY VOCATIONAL"
"MALE","1998","Mazowieckie","29","1","GRAMMAR"
"FEMALE","1960","Mazowieckie","24","7","VOCATIONAL"
"FEMALE","1979","Mazowieckie","1","8","SECONDARY VOCATIONAL"
"MALE","1994","Mazowieckie","13","10","SECONDARY VOCATIONAL"
"MALE","1988","Mazowieckie","29","6","VOCATIONAL"
"MALE","1960","Mazowieckie","17","3","VOCATIONAL"
"MALE","1984","Mazowieckie","22","11","VOCATIONAL"
"FEMALE","1979","Mazowieckie","6","1","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1937","Mazowieckie","1","7","PRIMARY COMPLETED"
"FEMALE","1958","Mazowieckie","21","11","VOCATIONAL"
"FEMALE","1984","Mazowieckie","12","3","PRIMARY COMPLETED"
"MALE","1957","Mazowieckie","18","7","VOCATIONAL"
"MALE","1994","Mazowieckie","26","8","GRAMMAR"
"MALE","1961","Mazowieckie","30","6","PRIMARY COMPLETED"
"FEMALE","1997","Mazowieckie","31","10","GRAMMAR"
"MALE","1949","Mazowieckie","14","4","PRIMARY COMPLETED"
"MALE","1967","Mazowieckie","31","3","SECONDARY VOCATIONAL"
"MALE","1971","Mazowieckie","24","8","VOCATIONAL"
"MALE","1949","Mazowieckie","14","8","PRIMARY COMPLETED"
"FEMALE","1936","Mazowieckie","29","3","SECONDARY VOCATIONAL"
"FEMALE","1953","Mazowieckie","4","7","SECONDARY VOCATIONAL"
"FEMALE","1986","Mazowieckie","22","12","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1957","Mazowieckie","14","11","VOCATIONAL"
"FEMALE","1966","Mazowieckie","6","10","SECONDARY VOCATIONAL"
"FEMALE","1964","Mazowieckie","16","4","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1935","Mazowieckie","5","10","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1983","Mazowieckie","25","4","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1979","Mazowieckie","15","5","POST-SECONDARY"
"FEMALE","1971","Mazowieckie","23","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1952","Mazowieckie","14","11","SECONDARY GENERAL"
"FEMALE","1955","Mazowieckie","28","12","SECONDARY VOCATIONAL"
"FEMALE","1975","Mazowieckie","22","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1978","Mazowieckie","21","12","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1965","Mazowieckie","14","3","SECONDARY GENERAL"
"FEMALE","1974","Mazowieckie","26","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1978","Mazowieckie","1","4","SECONDARY VOCATIONAL"
"MALE","1973","Mazowieckie","3","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1953","Mazowieckie","2","2","SECONDARY GENERAL"
"FEMALE","1968","Opolskie","18","11","VOCATIONAL"
"FEMALE","1976","Opolskie","5","5","VOCATIONAL"
"FEMALE","1968","Opolskie","16","10","PRIMARY COMPLETED"
"MALE","1943","Opolskie","16","12","SECONDARY VOCATIONAL"
"MALE","1939","Opolskie","7","1","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1944","Opolskie","5","1","PRIMARY COMPLETED"
"MALE","1963","Opolskie","8","8","PRIMARY COMPLETED"
"FEMALE","1984","Opolskie","28","2","PRIMARY COMPLETED"
"MALE","1951","Opolskie","23","1","SECONDARY VOCATIONAL"
"FEMALE","1939","Opolskie","4","8","SECONDARY VOCATIONAL"
"MALE","1922","Opolskie","4","1","PRIMARY COMPLETED"
"FEMALE","1931","Opolskie","7","7","PRIMARY COMPLETED"
"FEMALE","1947","Opolskie","29","11","PRIMARY COMPLETED"
"MALE","1985","Opolskie","22","10","VOCATIONAL"
"FEMALE","1963","Opolskie","2","11","VOCATIONAL"
"MALE","1967","Opolskie","28","6","PRIMARY COMPLETED"
"MALE","1939","Opolskie","10","1","PRIMARY COMPLETED"
"FEMALE","1947","Opolskie","11","10","PRIMARY COMPLETED"
"MALE","1941","Opolskie","9","1","VOCATIONAL"
"FEMALE","1965","Opolskie","19","4","SECONDARY VOCATIONAL"
"MALE","1990","Opolskie","5","3","GRAMMAR"
"FEMALE","1975","Opolskie","14","8","SECONDARY VOCATIONAL"
"FEMALE","1939","Opolskie","12","7","PRIMARY COMPLETED"
"FEMALE","1951","Opolskie","21","3","PRIMARY COMPLETED"
"MALE","1973","Opolskie","6","11","VOCATIONAL"
"FEMALE","1994","Opolskie","11","2","SECONDARY VOCATIONAL"
"FEMALE","1994","Opolskie","22","1","SECONDARY GENERAL"
"FEMALE","1960","Opolskie","18","12","VOCATIONAL"
"FEMALE","1959","Opolskie","9","10","VOCATIONAL"
"MALE","1950","Podkarpackie","25","3","PRIMARY COMPLETED"
"FEMALE","1972","Podkarpackie","9","6","SECONDARY GENERAL"
"MALE","1970","Podkarpackie","12","12","PRIMARY COMPLETED"
"MALE","1929","Podkarpackie","27","10","PRIMARY COMPLETED"
"MALE","1982","Podkarpackie","23","3","SECONDARY VOCATIONAL"
"FEMALE","1958","Podkarpackie","9","6","SECONDARY GENERAL"
"MALE","1954","Podkarpackie","22","7","PRIMARY COMPLETED"
"FEMALE","1938","Podkarpackie","30","4","PRIMARY COMPLETED"
"FEMALE","1971","Podkarpackie","15","2","SECONDARY VOCATIONAL"
"FEMALE","1965","Podkarpackie","20","8","SECONDARY VOCATIONAL"
"FEMALE","1995","Podkarpackie","16","2","GRAMMAR"
"FEMALE","1992","Podkarpackie","15","11","SECONDARY VOCATIONAL"
"FEMALE","1957","Podkarpackie","31","3","SECONDARY VOCATIONAL"
"FEMALE","1940","Podkarpackie","6","10","VOCATIONAL"
"FEMALE","1945","Podkarpackie","10","4","PRIMARY COMPLETED"
"FEMALE","1958","Podkarpackie","8","3","VOCATIONAL"
"FEMALE","1958","Podkarpackie","11","6","VOCATIONAL"
"FEMALE","1988","Podkarpackie","28","3","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1984","Podkarpackie","16","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1943","Podkarpackie","1","7","PRIMARY COMPLETED"
"FEMALE","1951","Podkarpackie","1","11","SECONDARY GENERAL"
"FEMALE","1958","Podkarpackie","27","1","VOCATIONAL"
"FEMALE","1988","Podkarpackie","19","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1998","Podkarpackie","27","4","GRAMMAR"
"MALE","1937","Podkarpackie","23","2","VOCATIONAL"
"MALE","1958","Podkarpackie","30","3","VOCATIONAL"
"MALE","1928","Podkarpackie","28","10","NO EDUCATION/PRIMARY NOT COMPLETED"
"FEMALE","1966","Podkarpackie","7","4","SECONDARY VOCATIONAL"
"MALE","1965","Podkarpackie","2","7","VOCATIONAL"
"FEMALE","1996","Podkarpackie","7","3","GRAMMAR"
"MALE","1964","Podkarpackie","22","4","VOCATIONAL"
"MALE","1952","Podkarpackie","11","3","VOCATIONAL"
"MALE","1994","Podkarpackie","16","6","SECONDARY VOCATIONAL"
"MALE","1986","Podkarpackie","4","5","POST-SECONDARY"
"FEMALE","1992","Podkarpackie","25","3","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1980","Podkarpackie","8","10","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1995","Podkarpackie","14","3","GRAMMAR"
"FEMALE","1945","Podkarpackie","4","10","PRIMARY COMPLETED"
"FEMALE","1972","Podkarpackie","19","11","PRIMARY COMPLETED"
"FEMALE","1990","Podkarpackie","11","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1992","Podkarpackie","15","5","SECONDARY GENERAL"
"FEMALE","1940","Podkarpackie","28","5","PRIMARY COMPLETED"
"FEMALE","1991","Podkarpackie","25","7","POST-SECONDARY"
"FEMALE","1970","Podkarpackie","5","2","VOCATIONAL"
"MALE","1947","Podkarpackie","25","6","VOCATIONAL"
"FEMALE","1984","Podkarpackie","11","3","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1938","Podkarpackie","25","11","PRIMARY COMPLETED"
"MALE","1949","Podkarpackie","10","8","SECONDARY VOCATIONAL"
"FEMALE","1976","Podkarpackie","26","10","VOCATIONAL"
"FEMALE","1975","Podkarpackie","1","5","SECONDARY VOCATIONAL"
"FEMALE","1939","Podkarpackie","6","8","SECONDARY VOCATIONAL"
"FEMALE","1991","Podkarpackie","27","12","SECONDARY GENERAL"
"MALE","1958","Podlaskie","16","4","PRIMARY COMPLETED"
"FEMALE","1964","Podlaskie","9","3","PRIMARY COMPLETED"
"MALE","1976","Podlaskie","1","12","SECONDARY GENERAL"
"FEMALE","1951","Podlaskie","8","6","PRIMARY COMPLETED"
"FEMALE","1962","Podlaskie","7","5","SECONDARY VOCATIONAL"
"FEMALE","1957","Podlaskie","24","11","SECONDARY VOCATIONAL"
"FEMALE","1950","Podlaskie","30","8","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1959","Podlaskie","20","10","SECONDARY GENERAL"
"FEMALE","1965","Podlaskie","18","3","VOCATIONAL"
"MALE","1972","Podlaskie","4","3","SECONDARY VOCATIONAL"
"FEMALE","1979","Podlaskie","2","7","SECONDARY VOCATIONAL"
"FEMALE","1946","Podlaskie","19","4","SECONDARY GENERAL"
"MALE","1999","Podlaskie","16","1","PRIMARY COMPLETED"
"MALE","1959","Podlaskie","25","5","VOCATIONAL"
"MALE","1954","Podlaskie","18","3","SECONDARY VOCATIONAL"
"FEMALE","1960","Podlaskie","12","6","VOCATIONAL"
"FEMALE","1944","Podlaskie","25","1","VOCATIONAL"
"FEMALE","1940","Podlaskie","4","6","PRIMARY COMPLETED"
"MALE","1995","Podlaskie","5","10","GRAMMAR"
"FEMALE","1973","Podlaskie","26","11","SECONDARY VOCATIONAL"
"FEMALE","1969","Podlaskie","28","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1960","Podlaskie","12","2","POST-SECONDARY"
"MALE","1977","Podlaskie","10","8","POST-SECONDARY"
"FEMALE","1978","Podlaskie","28","1","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1945","Podlaskie","2","2","SECONDARY GENERAL"
"MALE","1955","Podlaskie","14","3","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1944","Podlaskie","20","7","SECONDARY VOCATIONAL"
"MALE","1996","Podlaskie","25","11","GRAMMAR"
"FEMALE","1969","Podlaskie","29","5","POST-SECONDARY"
"FEMALE","1951","Podlaskie","9","8","SECONDARY VOCATIONAL"
"MALE","1959","Pomorskie","6","3","VOCATIONAL"
"FEMALE","1955","Pomorskie","24","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1953","Pomorskie","9","11","SECONDARY GENERAL"
"MALE","1954","Pomorskie","3","8","VOCATIONAL"
"MALE","1960","Pomorskie","13","2","VOCATIONAL"
"FEMALE","1987","Pomorskie","8","4","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1966","Pomorskie","1","1","VOCATIONAL"
"FEMALE","1959","Pomorskie","9","12","SECONDARY VOCATIONAL"
"FEMALE","1952","Pomorskie","28","1","PRIMARY COMPLETED"
"FEMALE","1956","Pomorskie","10","8","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1976","Pomorskie","13","8","SECONDARY VOCATIONAL"
"FEMALE","1981","Pomorskie","12","7","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1945","Pomorskie","13","2","SECONDARY VOCATIONAL"
"MALE","1957","Pomorskie","27","1","VOCATIONAL"
"MALE","1951","Pomorskie","2","7","SECONDARY VOCATIONAL"
"FEMALE","1938","Pomorskie","8","7","PRIMARY COMPLETED"
"FEMALE","1972","Pomorskie","26","1","SECONDARY GENERAL"
"MALE","1978","Pomorskie","28","4","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1942","Pomorskie","12","4","SECONDARY GENERAL"
"FEMALE","1937","Pomorskie","17","1","PRIMARY COMPLETED"
"FEMALE","1932","Pomorskie","11","5","PRIMARY COMPLETED"
"MALE","1998","Pomorskie","20","10","PRIMARY COMPLETED"
"MALE","1990","Pomorskie","23","1","GRAMMAR"
"FEMALE","1957","Pomorskie","29","3","SECONDARY GENERAL"
"FEMALE","1953","Pomorskie","3","3","SECONDARY VOCATIONAL"
"FEMALE","1964","Pomorskie","20","3","POST-SECONDARY"
"MALE","1947","Pomorskie","16","11","POST-SECONDARY"
"FEMALE","1969","Pomorskie","7","7","SECONDARY VOCATIONAL"
"MALE","1997","Pomorskie","24","11","GRAMMAR"
"MALE","1994","Pomorskie","25","5","SECONDARY VOCATIONAL"
"MALE","1951","Pomorskie","23","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1971","Pomorskie","20","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1952","Pomorskie","31","10","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1952","Pomorskie","26","4","VOCATIONAL"
"FEMALE","1953","Pomorskie","8","11","PRIMARY COMPLETED"
"FEMALE","1981","Pomorskie","16","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1954","Pomorskie","1","1","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1978","Pomorskie","17","7","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1947","Pomorskie","16","1","VOCATIONAL"
"FEMALE","1971","Slaskie","21","2","SECONDARY VOCATIONAL"
"FEMALE","1957","Slaskie","12","4","VOCATIONAL"
"FEMALE","1979","Slaskie","20","5","SECONDARY VOCATIONAL"
"FEMALE","1966","Slaskie","6","8","VOCATIONAL"
"FEMALE","1949","Slaskie","10","7","VOCATIONAL"
"MALE","1948","Slaskie","20","11","PRIMARY COMPLETED"
"MALE","1967","Slaskie","21","10","VOCATIONAL"
"MALE","1957","Slaskie","16","7","VOCATIONAL"
"FEMALE","1959","Slaskie","20","12","SECONDARY VOCATIONAL"
"MALE","1958","Slaskie","13","5","VOCATIONAL"
"MALE","1969","Slaskie","21","4","VOCATIONAL"
"FEMALE","1990","Slaskie","17","11","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1993","Slaskie","13","10","SECONDARY VOCATIONAL"
"FEMALE","1980","Slaskie","7","12","POST-SECONDARY"
"FEMALE","1983","Slaskie","4","1","PRIMARY COMPLETED"
"MALE","1957","Slaskie","4","10","PRIMARY COMPLETED"
"FEMALE","1932","Slaskie","23","3","NO EDUCATION/PRIMARY NOT COMPLETED"
"MALE","1935","Slaskie","2","8","VOCATIONAL"
"MALE","1948","Slaskie","22","2","PRIMARY COMPLETED"
"FEMALE","1948","Slaskie","2","1","VOCATIONAL"
"FEMALE","1946","Slaskie","1","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1943","Slaskie","29","4","VOCATIONAL"
"MALE","1961","Slaskie","2","4","VOCATIONAL"
"MALE","1989","Slaskie","5","7","SECONDARY VOCATIONAL"
"MALE","1944","Slaskie","13","2","VOCATIONAL"
"MALE","1946","Slaskie","12","4","SECONDARY VOCATIONAL"
"FEMALE","1957","Slaskie","10","1","VOCATIONAL"
"MALE","1959","Slaskie","10","3","VOCATIONAL"
"FEMALE","1990","Slaskie","1","1","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1993","Slaskie","22","5","SECONDARY GENERAL"
"MALE","1955","Slaskie","2","11","SECONDARY VOCATIONAL"
"FEMALE","1966","Slaskie","11","2","SECONDARY VOCATIONAL"
"MALE","1970","Slaskie","17","8","VOCATIONAL"
"MALE","1982","Slaskie","24","4","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1964","Slaskie","14","10","VOCATIONAL"
"MALE","1998","Slaskie","17","4","GRAMMAR"
"FEMALE","1959","Slaskie","15","3","SECONDARY GENERAL"
"FEMALE","1969","Slaskie","31","3","VOCATIONAL"
"FEMALE","1944","Slaskie","19","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1950","Slaskie","23","8","POST-SECONDARY"
"MALE","1944","Slaskie","12","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1945","Slaskie","20","3","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1965","Slaskie","5","7","SECONDARY VOCATIONAL"
"FEMALE","1960","Slaskie","12","4","SECONDARY VOCATIONAL"
"MALE","1983","Slaskie","18","1","VOCATIONAL"
"FEMALE","1956","Slaskie","4","10","VOCATIONAL"
"MALE","1953","Slaskie","18","1","PRIMARY COMPLETED"
"FEMALE","1954","Slaskie","31","8","VOCATIONAL"
"MALE","1988","Slaskie","28","3","GRAMMAR"
"MALE","1932","Slaskie","29","3","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1978","Slaskie","17","2","SECONDARY GENERAL"
"FEMALE","1949","Slaskie","9","1","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1952","Slaskie","18","3","VOCATIONAL"
"MALE","1940","Slaskie","27","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1946","Slaskie","28","7","PRIMARY COMPLETED"
"FEMALE","1951","Slaskie","8","7","SECONDARY VOCATIONAL"
"FEMALE","1954","Slaskie","18","11","VOCATIONAL"
"MALE","1950","Slaskie","9","3","PRIMARY COMPLETED"
"FEMALE","1943","Slaskie","12","10","SECONDARY GENERAL"
"MALE","1966","Slaskie","3","1","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1949","Slaskie","18","1","VOCATIONAL"
"FEMALE","1984","Slaskie","25","4","SECONDARY GENERAL"
"MALE","1988","Slaskie","14","4","GRAMMAR"
"FEMALE","1948","Slaskie","6","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1960","Slaskie","16","7","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1946","Slaskie","28","11","VOCATIONAL"
"FEMALE","1964","Slaskie","17","1","VOCATIONAL"
"MALE","1954","Slaskie","25","6","VOCATIONAL"
"FEMALE","1991","Slaskie","24","3","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1987","Slaskie","10","12","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1984","Slaskie","24","1","SECONDARY VOCATIONAL"
"FEMALE","1964","Slaskie","28","5","SECONDARY GENERAL"
"FEMALE","1950","Slaskie","25","3","VOCATIONAL"
"FEMALE","1973","Slaskie","24","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1968","Slaskie","17","2","PRIMARY COMPLETED"
"FEMALE","1951","Slaskie","24","1","SECONDARY GENERAL"
"MALE","1930","Slaskie","1","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1982","Slaskie","3","11","SECONDARY VOCATIONAL"
"MALE","1960","Slaskie","7","4","VOCATIONAL"
"MALE","1947","Slaskie","15","6","VOCATIONAL"
"FEMALE","1943","Slaskie","29","6","PRIMARY COMPLETED"
"FEMALE","1973","Slaskie","2","8","VOCATIONAL"
"FEMALE","1992","Slaskie","17","7","SECONDARY GENERAL"
"FEMALE","1951","Swietokrzyskie","5","1","VOCATIONAL"
"MALE","1967","Swietokrzyskie","11","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1950","Swietokrzyskie","16","8","VOCATIONAL"
"FEMALE","1971","Swietokrzyskie","26","2","VOCATIONAL"
"MALE","1968","Swietokrzyskie","6","3","SECONDARY VOCATIONAL"
"FEMALE","1975","Swietokrzyskie","13","2","VOCATIONAL"
"MALE","1948","Swietokrzyskie","10","3","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1984","Swietokrzyskie","2","8","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1968","Swietokrzyskie","28","2","PRIMARY COMPLETED"
"FEMALE","1998","Swietokrzyskie","15","7","GRAMMAR"
"MALE","1973","Swietokrzyskie","28","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1953","Swietokrzyskie","20","6","PRIMARY COMPLETED"
"FEMALE","1941","Swietokrzyskie","20","1","VOCATIONAL"
"MALE","1960","Swietokrzyskie","3","5","VOCATIONAL"
"MALE","1987","Swietokrzyskie","5","8","SECONDARY VOCATIONAL"
"FEMALE","1965","Swietokrzyskie","20","1","PRIMARY COMPLETED"
"MALE","1957","Swietokrzyskie","28","6","VOCATIONAL"
"MALE","1984","Swietokrzyskie","18","1","VOCATIONAL"
"FEMALE","1946","Swietokrzyskie","6","3","POST-SECONDARY"
"MALE","1945","Swietokrzyskie","3","3","PRIMARY COMPLETED"
"MALE","1965","Swietokrzyskie","31","3","SECONDARY VOCATIONAL"
"MALE","1955","Swietokrzyskie","19","6","SECONDARY VOCATIONAL"
"FEMALE","1961","Swietokrzyskie","4","7","VOCATIONAL"
"FEMALE","1949","Swietokrzyskie","25","10","PRIMARY COMPLETED"
"FEMALE","1976","Swietokrzyskie","18","1","VOCATIONAL"
"MALE","1996","Swietokrzyskie","11","12","GRAMMAR"
"MALE","1958","Swietokrzyskie","18","6","PRIMARY COMPLETED"
"FEMALE","1963","Swietokrzyskie","3","4","VOCATIONAL"
"MALE","1948","Swietokrzyskie","26","2","VOCATIONAL"
"MALE","1949","Swietokrzyskie","10","1","SECONDARY VOCATIONAL"
"MALE","1938","Swietokrzyskie","14","6","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1937","Swietokrzyskie","1","3","POST-SECONDARY"
"FEMALE","1957","Swietokrzyskie","1","4","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1994","Swietokrzyskie","6","7","SECONDARY VOCATIONAL"
"MALE","1945","Swietokrzyskie","29","4","VOCATIONAL"
"MALE","1976","Swietokrzyskie","10","5","VOCATIONAL"
"FEMALE","1996","Swietokrzyskie","9","10","GRAMMAR"
"MALE","1946","Swietokrzyskie","9","3","PRIMARY COMPLETED"
"FEMALE","1953","Swietokrzyskie","23","6","VOCATIONAL"
"FEMALE","1981","Swietokrzyskie","7","10","SECONDARY VOCATIONAL"
"FEMALE","1996","Swietokrzyskie","17","8","GRAMMAR"
"FEMALE","1991","Swietokrzyskie","27","12","SECONDARY VOCATIONAL"
"FEMALE","1949","Swietokrzyskie","30","10","SECONDARY GENERAL"
"FEMALE","1961","Swietokrzyskie","13","12","POST-SECONDARY"
"FEMALE","1969","Swietokrzyskie","20","5","VOCATIONAL"
"FEMALE","1930","Swietokrzyskie","13","12","SECONDARY VOCATIONAL"
"FEMALE","1966","Swietokrzyskie","11","8","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1953","Warminsko-mazurskie","2","10","VOCATIONAL"
"FEMALE","1967","Warminsko-mazurskie","6","3","SECONDARY VOCATIONAL"
"FEMALE","1948","Warminsko-mazurskie","25","3","PRIMARY COMPLETED"
"FEMALE","1956","Warminsko-mazurskie","18","2","PRIMARY COMPLETED"
"FEMALE","1980","Warminsko-mazurskie","24","5","VOCATIONAL"
"MALE","1969","Warminsko-mazurskie","31","8","VOCATIONAL"
"MALE","1995","Warminsko-mazurskie","26","2","GRAMMAR"
"MALE","1972","Warminsko-mazurskie","30","6","VOCATIONAL"
"FEMALE","1985","Warminsko-mazurskie","14","2","POST-SECONDARY"
"FEMALE","1959","Warminsko-mazurskie","16","6","SECONDARY VOCATIONAL"
"MALE","1979","Warminsko-mazurskie","8","12","SECONDARY VOCATIONAL"
"MALE","1960","Warminsko-mazurskie","4","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1985","Warminsko-mazurskie","24","6","SECONDARY VOCATIONAL"
"MALE","1953","Warminsko-mazurskie","12","12","VOCATIONAL"
"FEMALE","1977","Warminsko-mazurskie","19","12","SECONDARY VOCATIONAL"
"FEMALE","1963","Warminsko-mazurskie","26","2","PRIMARY COMPLETED"
"FEMALE","1939","Warminsko-mazurskie","4","3","PRIMARY COMPLETED"
"FEMALE","1968","Warminsko-mazurskie","14","3","VOCATIONAL"
"FEMALE","1979","Warminsko-mazurskie","4","6","VOCATIONAL"
"MALE","1942","Warminsko-mazurskie","26","1","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1976","Warminsko-mazurskie","24","7","POST-SECONDARY"
"FEMALE","1972","Warminsko-mazurskie","30","5","SECONDARY GENERAL"
"MALE","1979","Warminsko-mazurskie","23","6","VOCATIONAL"
"FEMALE","1986","Warminsko-mazurskie","27","3","SECONDARY GENERAL"
"MALE","1938","Warminsko-mazurskie","1","1","SECONDARY GENERAL"
"MALE","1980","Warminsko-mazurskie","5","8","VOCATIONAL"
"MALE","1991","Warminsko-mazurskie","14","2","SECONDARY VOCATIONAL"
"MALE","1976","Warminsko-mazurskie","17","12","SECONDARY VOCATIONAL"
"FEMALE","1946","Warminsko-mazurskie","4","1","VOCATIONAL"
"FEMALE","1960","Warminsko-mazurskie","11","6","POST-SECONDARY"
"MALE","1963","Warminsko-mazurskie","15","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1990","Warminsko-mazurskie","2","3","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1989","Warminsko-mazurskie","1","5","GRAMMAR"
"FEMALE","1959","Warminsko-mazurskie","31","3","VOCATIONAL"
"FEMALE","1994","Warminsko-mazurskie","18","12","SECONDARY GENERAL"
"FEMALE","1957","Warminsko-mazurskie","25","1","SECONDARY VOCATIONAL"
"MALE","1978","Warminsko-mazurskie","14","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1996","Warminsko-mazurskie","12","1","GRAMMAR"
"FEMALE","1991","Warminsko-mazurskie","18","6","SECONDARY GENERAL"
"MALE","1960","Warminsko-mazurskie","25","3","PRIMARY COMPLETED"
"FEMALE","1975","Warminsko-mazurskie","21","3","PRIMARY COMPLETED"
"FEMALE","1981","Warminsko-mazurskie","25","7","VOCATIONAL"
"FEMALE","1929","Warminsko-mazurskie","18","5","SECONDARY GENERAL"
"MALE","1961","Warminsko-mazurskie","11","2","VOCATIONAL"
"FEMALE","1963","Warminsko-mazurskie","30","1","VOCATIONAL"
"MALE","1974","Warminsko-mazurskie","3","3","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1963","Warminsko-mazurskie","23","12","VOCATIONAL"
"MALE","1973","Warminsko-mazurskie","1","5","SECONDARY VOCATIONAL"
"MALE","1984","Warminsko-mazurskie","19","4","PRIMARY COMPLETED"
"FEMALE","1965","Warminsko-mazurskie","19","4","SECONDARY VOCATIONAL"
"MALE","1998","Warminsko-mazurskie","30","6","GRAMMAR"
